117,"Sra alcaldesa debo manifestar mi molestia, me han dicho que ya se están entragando el ingreso solidario, pero a las mismas personas que reciben familias en acción y lo del adulto mayor. Lo sé por ya esas misma personas me lo han dicho. No estoy de acuerdo con eso. Muy mal eso."
5252,"A esa gente que está robando esos recursos, no merecen carcel a esos hijos de puta hay que eliminarlos esa gente no tiene perdón ni de Dios."
2991,"Si es la tapa pero siempre ha pasado como usted dice senador pero que hacen ustedes para evitarlo, para controlarlo nada esperar que pase y salen a quejarse eso los hace cómplices."
8140,justo se enfermó el HP cuando vienen a recoger a maduro y se voló a Cuba...marica el que se coma ese cuento...
8470,"Cualquier parecido con la realidad actual, son solos coincidencias. https://t.co/0RKB50IoD3"
4693,Anomalías hasta en el icetex
5074,Oime....esta se cree pues la manda más!!!!!!!!
2505,"Una petición estúpida e indolente, no desinformen"
3651,"Nada le pasará a estos delincuentes, después d exhaustivas investigaciones, d los entes d control el estado en cinco años concluiran q los precios eran los de mercado o q por fuerza mayor era necesario comprar a esos precios, una razón por la cual no se acabará la corrupción"
7613,"En América latina, donde pulula además d virus, el veneno del odio, Uribe muestra su apego a Cristo, perdonando y orando X su más fiero contrincante."
2928,"no,eso viene de la reelección de Santos donde tu sacaste bastante mermelada y críticas por que ahora la tienes reducida.asquerosp comunista"
2986,"Empezando por UD que se está robando el sueldo del senado,junto con todos sus camaradas de mierda,ratas parásitas ."
3156,Publiquen esto más bien https://t.co/gmmT0tc7Q9
702,https://t.co/JYIv8Xjcfi CORRUPTo bellaco infeliz
2958,"el que defiende al capo del #CarteldelosSoles el que calla por los dineros en bolsas de su amigo el mismo que en plena pandemia ofreció rebajas en su hotel, ponga en cuarentena ese odio. #FueraBolivar"
6512,Juego de palabras con que ahora también los periodistas pretenden justificar esa irresponsabilidad
7521,No creo dóctor qué usted le crea.
1427,Cierren el zoo. Y envíen los animales a un refugio cerca a su hábitat.
6873,"Como dice Juampis, la culpa es de: la Nayibe,el Trump, el Albaricoque y el Duquin. Pero tranquilo que en Cuba te curan, así como curaron a la belleza del Chávez."
1295,Te amooooo!
8349,Gustavo por favor investiga sobre la terapia Gerson. No pierda tiempo. En México está la clínica The CHIPSA Hospital. Urgente empezar tratamiento Gerson allá. Muchas bendiciones!
3002,¿Ciro Ramirez?
5204,Vieja hp
4165,Alguien le cree a este tipo?
4644,Jajajaja que descaro
4763,"Bluradio como todos los días,saliendo a tapar las cagadas del gobierno,que porquería de periodistas,untados todos del mismo estiercol"
7947,Y sabe que debería hacer ud? Dejar tranquilo al país.... Será mucho pedir o sera que oramos al coronavirus para que pronto lo alcance?
1240,Sería buen momento para plantear no tener zoológicos. Los animales merecen ser libres.
5287,"Hay funcionarios públicos que ganan mas que el presidente, esos cuánto irán a donar?"
557,Cuántos salarios ha donado Alcaldesa........
1924,"Practicamente la mitad de todos los contagiados en Colombia, estan en Bogota 🥺"
544,Por el amor de dios alcandesa haga valer la cuarentena hay mucha gente en la calle la policía no hace nada en ciudad bolivar no se #quedanencasa toda mi familia acata haga valer la cuarentena no solo comparendos en Transmilenio también en las calles x favor .
6938,y ud por que no tiene cancer??
8376,Pronta recuperación. Aún lo necesitamos en Colombia.
2646,Payasos.
3166,"Severo hpta, mientras, se siguen robando lo ya donado. 🤬🤬🤬🤬"
6227,Misma cédula con 2 nombres distintos https://t.co/YPhrbmakUq
7694,"Todo un caballero y claro que sí, aunque no comparta los ideales políticos , la vida siempre por encima de controversias y desacuerdos ."
6105,"La respuesta del DNP: no se pueden robar La Plata porque no se pueden habrir cuentas bancarias con numeros de cedula falsos, aplicara igual para las cuentas virtual tipo nequi, movii, daviplata? Usaran bases de datos de registraduria? Cedulas de fallecidos no depurados???"
3930,Pero que los creadores digan a qué precio . O que opinan ustedes ?
7831,Ese Twitter en imagen seria más o menos asi https://t.co/hxFHojnmGh
7534,En el l fondo Uribe https://t.co/7Z2KRZ0HZO
651,"claudia es bueno tener en cuenta que la mitad de contaminados del país esta en bogota que solo tiene menos de la cuarta parte de habitantes unos 10 millones , esa densidad población es fatal bogota no puede ser creciendo , va a colapsar"
5079,"Por que no lleva a la.corte también los contratos con https://t.co/pA0wHA5J23ñado y los contrato con.los asprilla para que de una.vez se los avalen ahhh y el.contrato con #CARAcol, #NoticiasUno Mabel Lara y todos aquellos que les está repartiendo mermelada siguen pelando el.cobre"
4015,Tan mal seres humanos somo ?
4111,Que nos den nombres y cargos de quien están haciendo lo mismo de lo mismo. No mas!!
3288,La captura para cuando?
4554,Que triztesa una hp radio como ustedes y unidos a favor de una #granestafa #CorrupcionConLasAyudasEs #RoboSolidario por favor primero fue subir un #Presidente con #cedulasfalsas y de gente muerta y ahora lo corroboran con la ayuda para los más necesitados
7790,Espero sean palabras sinceras senador.
834,"En donde está el dinero que se robaron de reficar ,odebret,hidohituango"
3306,Y la cárcel pa cuándo ?
2153,Ya hasta los huevos estan incomprables.
1888,Estadísticas de qué fecha? Marzo 30 ó 31?
4014,"Un Colombia lleno de miseria , pero más miserables aquellos que roban a causa de la miseria misma de su pueblo"" ABS"
3700,Malparidos ojala se pueda descubrir todos esos desgraciados
19,No Claudia. No se recueste. Lo que haga el Presidente es una cosa y lo que haga usted es otra. Será porque sus cifras y acciones son muy PRECARIAS que neesita fusionar los resultados? ¡Por Dios¡ piense con sentido común. No más.
2790,Farandulero se le olvida que en elecciones el gobierno de turno tenía coludido hasta los de los tintos! Se le olvida que farcsantos era dueño de todos los poderes del país! Así como logró la reelección
3059,"Amarillistas desinformando, esto es al día de hoy ¿cómo se ve Venezuela respecto a otros países de Latinoamérica señores? (fuente: https://t.co/G8plEBACAE). https://t.co/nQGEU8kjYN"
2405,Y en serio semejante guevonada es noticia para uds!?
2527,"Nuetro pte es peor que maduro, cuando no la embarra a la entrada la embarra a la salida."
5526,"Culpa de la autoridad local, donde está Todavía haciendo política en época de crisis o ya se puso a dirigir a Bogotá?"
1290,Pueden alimentarlos con los ciudadanos que no acatan la norma y creen que el #covid es charlando.
8188,Estaré orando mucho por tu pronta recuperacion Petro Colombia te necesita
5769,Osea que los 80 mil que dió Sarmiento quedaron donde siempre? https://t.co/hX7JCwsUkn
4384,"Nooo, ni loco,, ya se pagan demasiados impuestos, además para seguir llenando los bolsillos de unos pocos, mejor que bajen los precios de peajes, combustibles, que quiten el 4 X 1000, IVA del 1 - 2%, que impuesto en general sean de 1%, etc. No más 🐀🐁 en el estado ‼️"
6506,El #AislamientoInteligente no es mas q a una movida casi diabolica q le permite a los grandes capitalistas seguir aumentando su fortuna haciendo q clases baja y media salgan a las calles para hacer girar los engranajes de la economia sin importar su salud.
4720,"Menos mal aclaro todo en esta entrevista, quedo todo resuelto, hasta alcance a pensar que quizás había fraude y corrupción. 😒😒😒😒😒😒😒😒😒😒😒😒😒😒😒😒 ¡Malparidos!"
5171,Está vieja definitivamente no va a dejar de joder y esto se le está saliendo de las manos
3513,"Realmente la política es el cáncer de este país malditos sean, que impotencia se siente con estos mal nacidos que se aprovechan de una población con hambre en medio de una cuarentena producido por el covid-19, por eso este país es el numero uno en corrupción si Martha el primero"
7767,Excelente mensaje.
2704,"Viejo pendejo .... No deja de sorprendernos día tras día con sus estupideces. Inoportuno sentido del humor y escándalo tras escándalo evidenciando la corrupción en su gobierno, cagada tras cagada..hasta cuándo lo harán centro de atención que nunca ha ganado y menos merecido...jod"
3382,La verdad no creo que se los dejen entrar ahí. Que HPTA descaro tamos jodidos con estos gobernantes😠😡😠 https://t.co/cyBRxiAtXp
2055,"Además obligar a ese descuento parece confiscatorio, no es ayuda voluntaria, es otra arbitrariedad de un estado que se quiere lucir a costa del bolsillo y el trabajo de otros. Porque no obliga a los delincuentes de cuello blanco a qué devuelvan ese 10% de lo que nos roban? sigue."
1728,Excelente noticia.
8355,"No importa las diferencias políticas, le deseamos la más pronta recuperación y lo esperamos pronto."
6162,Algo estaban haciendo en pero la gente los pilló. Corruptos
787,"Intente no canalizar estos recursos por créditos bancoldex, no todas las empresas cumplen con esos requisitos, preste la por el FNA o directamente con los municipios pero no a través de los bancos"
8184,Que se mejore pronto.
7991,"Venda una yegua y dele una UCIs a Venezuela o a los costeños que tanto lo apoyaron. Venda una yegua. Cuando se muera, nada se va a llevar!!! Nos vemos pronto... https://t.co/ltf9Z9xPf9"
6631,"Hasta cuándo habrán ratas en este país? Hablo de los hijueputas que votan por los mismos malparidos. Gracias a ellos, que le han dado el poder a los ladrones malnacidos de siempre, tienen este país en la ruina. Y ahora en tiempo de pandemia no se abstienen de robar."
7387,"Ni te creo, pero Dios conoce los corazones y es quien los juzga. Si, precisamente esos buenos médicos que desde tu ley 100 han estado maltratados y pauperrimados en favor de las grandes empresas de salud."
7645,"Eres grande Álvaro Uribe Vélez, Dios te bendiga siempre"
7999,"Si canalícenlos por de seguro llega a donde debe, a los torcidos. Jaja que cínico el sr Tenebroso"
5889,Pena de muerte para éstas lacras
3806,Como profesionales independientes o como personas naturales podemos acceder a dichos créditos?
6053,Otro AGRO INGRESO SEGURO
4455,"Jamas, primero empiece a mencionar con nombres propios a quienes se están robando los recursos, mencione alcaldes y gobernadores y que inicien investigaciones inmediatas...luego hablamos de ayudas adicionales"
2556,Y el idiota lo narra
4364,No porque seguro esos recursos se le roban
8497,Ahora no le vaya a hechar la culpa a Uribe de las fosas... Las hicieron sus enemigos imperialistas capitalistas del imperio
2637,Otra bobada del payasito Ivansin Duquin.
1444,"Alcalde.....cuando llegan las ayudas a la comuna 13, información de noticias caracol, nos preocupa...."
2072,Espere tantico
425,"El presidente deberia mandar a su casa a los hombres de ciencia que lo asesoran y esperar que a ud se le ocurran esas genialidades para ponerlas en practica; como el viaje que tiene el virus en bta, por ejemplo"
7724,Primero y último Tweet que le doy like.
5754,Pero sí es tan común ver ésto. propongo #PurgaParaPolíticosCorruptos
5910,"Ahí está la plática que donó Sarmiento Angulo, dan y después quitan"
2007,Este es el verdadero aplanamiento de la curva https://t.co/17adkuZehy
7505,"Buena Esa Dr Uribe, los mejores Deseos para Petro."
4912,Y eso para que ya se robaron esos recursos lo into a UD y a UD y listo ally se queda la investigación y acá no a pasado nada como lo de ingreso serio .odebresh. y lo de este al aldea de Bogotá y nada pasa porque son los mismos con las mismas ya degen la payasada
1179,La decisión nacional debe sustentarse en evidencia científica. Totalmente de acuerdo. Sin pruebas no es posible cuantificar los recursos ni medir los resultados. El Procurador General pone en duda los resultados oficiales. La peor estrategia es ignorar. Trump es un ejemplo fatal
4948,Gobierne lesbiana populista!
6601,"Aun puede mirar a futuros con los US$11.000.000 que esta tramitando Carrasquilla, como quedaremos?"
4840,"🤣🤣🤣🤣🤣🤣🤣unos de los peores presidentes de la historia, claro ahora hay otro que le quitó el trono, que ideota puede tener, por favor usted ya sobra, es más su historia debe ser borrada"
7417,Mañana más cuentachistes .
6598,Hablo el baboso. Que hp bobo tan fastidioso. Una repetidora de este bruto.
7698,"que lo traten los cubanos y se queden con el en la isla, en Colombia no lo necesitamos!!!"
4318,"Cuento chimbo...algún inescrupuloso o varios se querían robar ese dinero, el pueblo no es bobo...@BluRadioCo"
3329,"Y si cogen una bicicleta y trabajan en domicilios?, ese sector están en auge...."
1327,Apenas pase esto cierre eso de una vez
297,"La noticia la da y enseguida sale la Chimoltrufia de a pasar factura se cobro, que fue gracias a ella. #ClaudiaLopezOportunista"
5195,La señora Claudia como siempre protagonizando eso ya está en estudio
5454,Ojo me la cuidas nojoda sin hacerle daño
4785,Deberían ir a la plazoleta bancaria de abastos que lleva desde que empezó la cuarentena los días de atención muy lleno filas y filas en los siete bancos haber si las personas cogen consciencia
8389,"Todas mis oraciones, mucha fortaleza, pronta recuperación. Usted es el único líder que nos puede sacar de todo este atolladero. Su liderazgo lo necesitamos futuro presidente de Colombia 🇨🇴."
2268,Será una similitud con agroingreso seguro-robótico?
1518,Vaya mameselo lameculos pusilánime
6602,Aquí todo es corrupción. Ahora falta que suban los impuestos para cubrir esa deuda que ellos mismos se robaron.
7891,"Otra posibilidad presidente,devolución de porcentaje de los aportes de pensiones de independientes que lo soliciten,sería una gran ayuda"
5701,Siiii y que gobernadores y alcaldes han sido destituidos señor xq las pruebas ya las tiene
2539,¡ La vida no es un juego !..
6200,Como duele mi país 😩
1870,"Necesitamos el apoyo de personas humanitarias para hacer Viral esto, para ayudar a JIMMY RUIZ, en Bogota, senor Discapacitado y sin alimentos en Casa, no le han entregado ayudas, no puede salir. Vive Solo en casa, 65 años edad, perdida de la visión. ¿AYUDAMOS? https://t.co/tZKbZqjHne"
130,"Muy bonito sra alcaldesa, ahora necesitamos que ud se ponga las pilas, deje su campaña presidencial para después y genere acciones concretas para el control de la epidemia."
1852,Y así es como se aplanó la curva?
245,Los funcionarios de la alcaldía están de vacaciones? Por qué no hay nadie controlando en la calle? Por qué los bogotanos están evadiendo la cuarentena como si nada?
7548,Hipócrita
4555,Yo recibí la ayuda y mire en la cuenta y estaba el dinero depositado. No pueden haberse equivocado???
1668,No eran 50.000?
3178,Juemadre va a expropiar los salarios ??
8232,"No soy para nada seguidor de petro, pero jamás le desearía algo malo y desde hoy voy a dirigir mis oraciones por su salud y espero se recupere pronto, solo Dios es el único que puede decidir por nosotros. Dios lo sane señor senador."
8338,Pronta recuperación Colombia lo necesita
1848,¡Qué curva más plana!
6863,No sea hipocrita pirobo!
4865,Porque no le dieron un vuelco a la economía cuando estuvieron en el gobierno. Que vienen hablar ahora
4529,Nada. Eso le corresponde al estado. Plata hay el problema es que se la roban.
4591,"No nos crean tan estúpidos, esas anomalías también están en las demás bases de datos?"
6440,"#AislamientoInteligente es ABSURDO hablar de esto para el pueblo colombiano que le dijo NO a la paz, que salieron como locos en el ensayo de aislamiento, en donde los congresistas se van de vacaciones a sus fincas, en donde se rechaza a los médicos.Colombia NO tiene conciencia"
3719,#BUENOSDIVIDENDOS CORRUPTOSNo Quisieran Que Se Encontrarán Cura Para El CORONAvirus.
1906,y sigue bajando la curva de infectados !!!!!
2544,NARCO ESTADO PARACO MAFIOSO TRAQUETO GENOCIDA Y TERRORISTAS
7739,"No jodas , eso no se lo deseo ud ni a Chavez, ahi vamos viendo"
727,#PrevencionyAccion y los independientes? Los que no figuramos en ningún plan de gobierno? Para cuándo? Cuando se acabe la #CuarentenaInteligente
6485,"Mabel, buenos días, si sabemos que los datos que nos dan el minsalud todos los días están atrasados como 8 o 15 días, porqué no exigimos que sean datos del último día y no tan viejos"
5813,"Claro, estamos en manos de los peores."
4892,Oiga a este hp
4175,Si pasan frente a la estación de en no verán solo a cinco verán muchos frente a la y no pasa nada nos quedó grande ???
6148,así le robaron la presidencia. El gobierno se destapó solo. El hambre de dinero los delató
2265,En esta Corrupción Política Gubernamental no se salva ni el Coronavirus... https://t.co/yLkGCFsilE
5711,"A los colombianos no nos está matando la enfermedad, sino la corrupcion, estamos en la inmunda por esos personajes, hay que hacer justicia...., muerte politica a los corruptos...!"
4309,"Oiga pero todos los días dicen una vaina diferente vamos a terminar todos en la calle, esta señora Sabra todo lo que mueve una obra pública contratistas,proveedores,interventores,operarios,etc...."
6560,"a su excelente propuesta, muchos propusieron q bajo su supervisión se debería hacer esa donación. en manos del Estado sería CORRUPCIÓN, hoy está demostrado. gracias"
5339,ME MAMÉ DE LAS NOTICIAS ESTÚPIDAS DE LA FM EN TWITER. LOS BLOQUEO INMEDIATAMENTE ANTES QUE ME DE UNA CRISIS NERVIOSA CON TANTO PERIODISTA IMBÉCIL QUE NO CONOCE LA RESPONSABILIDAD SOCIAL QUE TIENE EN ESTOS MOMENTOS DE CRISIS MUNDIAL...
374,Lo está haciendo muy bien y eso tendrá su recompensa
6382,Lo mamertos no pueden hacer el aislamiento inteligente. Porque hay algo que les falta. Inteligencia jaja
6956,"Cada quien cosecha lo q siembra, esa enfermedad le genera tantos odios acumulados y tanto resentimiento."
3335,"Tengo la cura para el Covid_19. Se que es difícil de creer, se que hay miles de científicos con la más alta tecnología en busca de una solución que pare esta pandemia, sin embargo, Dios me ha dado la inspiración y la fe como como herramientas para obtener un resultado. https://t.co/kLsN7bq4C2"
8398,"Fuerza Gustavo de estas saldrás victorioso, mis oraciones están contigo."
7848,"Entonces están indignados porque hay gente que se está burlando del cáncer de #Petro, pero son los mismos que se lo desean a Uribe. Ustedes me dan asco. #FuerzaPetro"
7128,"Todo lo que dice el sr Uribe es malo así valla en buen deseo o no, de todas formas existirán hptas que lo van a criticar siempre"
6271,"“Donaciones” que salen del bolsillo de todos los colombianos pues la semana pasada le subieron el precio a la mayoría de sus productos , ahora si grande https://t.co/WgpMNCuHj3"
2553,Duque hp bestia
3529,No más Ley Fuera.😖😖😖😖
5979,Los políticos son la octava plaga de Cristo; arrasan con todo. Son insaciables.
7599,Ya empecé a desconfiar de los medicos colombianos :V
1475,Un aplauso....y ud que ha hecho con el precio de los contratos de los mercados alcalde? Eso también es ayudar y apoyar la población desde el interior......🙄🙄🙄🙄
554,"Oiga, que la necesitan en Suba.., bueno también en Corabastos, El Tintal, mejor dicho... en Bogotá. Que desorden !!"
1351,"Lo que faltaba que los pobres animales que estan encerrados para uso del animal humano , mueran de hambre. Pues si la alcaldía si que tiene fondos para gestionar esto. Perfecto"
3308,Yo a ese hp no le creo.
3898,Será que le harán conejo a la muerte ?
1052,El Pueblo con hambre no va a AGUANTAR es PURO Sentido COMUN y si ellos se contagian contagiaran a los ricos tambien no se Necesita ser SABIO para comprenderlo
2293,Cómo lo harán si hay hasta catorce personas con el mismo documento? - Entiendo lo harán por sorteo de balota 😍😍😍... https://t.co/u8hPDNhzde
4355,y los que están robando el dinero de la emergencia por el covid-19 ya hay investigaciones
3152,Menos mal que eran las rápidas.🙂
1020,Los recursos son lo primordial Para ayudar a los mas necesitados
7332,"cuanta hipocresia señor, dele verguenza!!"
8415,"Abrazos desde México 🇲🇽, querido y admirado Petro. Corazón arriba."
8018,Gracias por recordar que los Independientes existimos y sin ninguna garantía.
5552,Bogotá siendo Bogota
8225,"Dios tenga piedad de su vida Senador. Es tiempo de buscarle y creer que solo Él puede sanar. Y no solo del cáncer, sino de la peor enfermedad del hombre, el pecado, que un día de crucifixión como hoy recordamos: Cristo murió para perdonar los pecados de los que en Él creen."
585,Felicitaciones doctora muchas felicitaciones muchas bendiciones que Dios la siga iluminando para que siempre le ponga en su mente y su corazón esos buenos deseos que usted tiene con los seres humanos. Doctora los colombianos la necesitamos Con sentimiento de admiración Y aprecio
1112,"Totalmente de acuerdo con usted alcalde, descentralización de@los recursos.!"
7316,Muy humilde mi Presidente 🙏
6768,En Cuba lo van a tratar. Buena suerte.
4267,Si claro. Gobierno corrupto.
882,"Totalmente de acuerdo, se disminuiria el riesgo de contagio y se ayudarian a llegar a venezuela, no es justo tenerlos retenidos en fronteras o someterlos a largas caminatas"
3825,Jajaaa es mas facil ver volar las vacas ahora es q van apretar al pueblo bendito
2784,Será que piensa que aún está en campaña y que esas bobadas le van a seguir funcionando con las personas necesitadas? El encantador de bobos
1094,"Apoyamos la decisión también, pero alcalde no se le olvide que no es lo mismo acatar la cuarentena con plata que sin ella,"
4684,"Señor, no crea que todo los colombianos sos tarados,eso lo hacen ingenieros y con la tecnología que ahí esto es muy sospechoso."
2860,Jajajajaja que indio HP.
4691,Ya se les cayó la vuelta sarnas hp👎
5221,Populista demagoga pantallera lo bueno de esto es ver el talante de unos y de otros Y como algunos lo utilizan como capital político
5246,"Sin una gran ayuda económica por parte del gobierno para todos los sectores, es imposible que la gente no salga a protestar... Las ayudas económicas deben ser justas, equitativas y que lleguen a tiempo, no cuando se acabe el tiempo de cuarentena 🙄"
4471,"Para que se sigan perdiendo las ayudas, como en Ubaque (Cundinamarca), sobre costos presuntos en compras de mercados para ciudadanos vulnerables, que investiguen alcaldía"
5226,Emiratos arabes dictadores Se violan derechos basicos Si violan a una mujer es culpa de ella segun s pais por que recibimos esas donaciones de un pais que lueg vendran por el paramo
4516,"a los estratos 5 y 6 ya aportamos con una contribución en cada factura del 20 % , creo que es suficiente ."
2515,Digno del chancho.
688,"Por fin algo sensato, ojala no embuchen empresas de congresistas, senadores y demas https://t.co/NRPjaSBdU6"
288,Que espectáculo de foto
3280,Este alivio a los pequeños empresarios será igual a los ofrecido por los bancos?
1007,"Señor alcalde, ?Que implementará con esas personas que siguen violando la cuarentena, y no me refiero a los que necesitan salir a trabajar?"
7579,Pero no por que el se va para cuba!
1162,Salu2 alcalde. Aquí no importa la ortografía.
3696,"Y uno esperando una ayuda mientras el gobierno se roba todo,,,primero me regala shakira un bulto de arroz y un bidón de aceite😆 que me llegue una ayuda del gobierno por el que vote😔"
6812,Uribe enterándose de la enfermedad de Petro: https://t.co/KSHseHSdvO
5212,"Que ganas de figurar lo último que le interesa es el bienestar de la gente , está solo quiere figurar. Ya está bueno controlese y enfoques en ayudar deje de estar inventando como salir en las noticias de bravucona, de ejemplo ya es suficiente."
8091,"Ud y yo en temas políticos estamos de polo a polo pero en cuestiones de salud es otro cuento, así que ojalá Dios le de la salud y las fuerzas para que todo le salga bien señor petro"
6514,"La problema no es solo de inteligencia, sino de hambre. Como pueden pedirle inteligencia a una persona con hambre."
1709,Para una población de 50 millones de habitantes?
1579,Como que la arl no cubre los ruegos de los o trabajadores de la salud en viví estos son una partida de ladrones malditos nos roban a todo el pueblo no paga a los hospitales a tiempo y ahora que no responde por el covi hojalata los hijos de ellos no caigan o la madre
7565,Lo están tratando Médicos Cubanos 🤔
5937,Que esos $50 billones al año no se pagan solos. Plop
4994,"A vieja hpta tan fastidiosa, sera q todo su hpta gobierno va a ser a punta de trinos culpando siempre al gobierno??"
7826,El Presidente Uribe siempre con su muestra de humildad y solidaridad. Grande Uribe
3911,falta de autoridad.
410,"Mis felicitaciones respetada alcaldesa, que el todo poderoso te siga iluminando."
1362,Hps tan bobos!!! Entiendan que el 95% de los zoológicos ahora solo albergan ejemplares que por una u otra razón no pueden ser liberados en su habitad. Y ninguna de estas razones obedecen a que el mismo zoológico los hubieran atrapado para exhibirlos.
1708,son rápidas PCR o inmunológicas??
1288,tenemos una situación igual en el #zoologicosantacruz
8353,Animo Petro muchos estamos con usted fuerza positiva Colombia lo necesita aun tiene mucho por hacer y dar
3488,"Ratas de alcantarilla, robando la comida del pueblo, ratasss hptas, carroñeros"
4403,Al caído caerle. ¿A mí quién me ayuda?
4221,Y a nosotros quien nos va a ayudar con las nóminas de los empleados?
4199,JAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJA JAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJA JAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJA
2635,"Confirmado tenemos el presidente más estúpido y ridículo que las bestias Uribistas eligieron. Mientras los corruptos de su gobierno se aprovechan de la coyuntura actual, este pendejo hace este bobadas. Que vergüenza por dios"
7342,"Usted es un todo un señor mi Presidente Uribe, y ojalá si se recupere. Pero el senador prefiere tratarse en Cuba, no en su país, del que por cierto, nunca será Presidente 🤷🏻‍♀️🤔"
7975,No se por que a toda hora mantiene a Venezuela en la punta de la lengua..ellos manejando la pandemia mejor que nosotros y este buscando pa criticar..mucho noventahijueputa vete para New York te doy el pasaje pero son regreso
2352,Necesitábamos despertar. https://t.co/Pyit3vHP27
1903,Los casos confirmados son los números de registros para una planilla. Pero no me pone nervioso . Las dudas son como es que se manejan esos resultados entre cantidades de muestras por casos positivos. Pero sin duda lo mejor es quédate en casa
50,Ayuda! https://t.co/7X3zMg1UGP
1921,"Hoy menos casos , aunque los 14 fallecidos preocupan, necesitamos que el número de recuperados diario pase de 100"
289,Me gusta tu forma de manejar tu mandato. Espero está pandemia pase rápido y lo de estar en cuarentena sea un mes por año de aquí en adelante. Primero la vida y el planeta. 😊
8344,Mucha fuerza senador. El país y la democracia lo necesitan
3637,Que. Peresa. Ver noticiero. No hablan. Si no de https://t.co/ntR7yaXP1z tienen. Creatividad. Creen colombianos. Somos. Basurero. No respetan ...ni una. Buena. Solo caos. No muestran esperanza futuro. Flores. Nada
841,Si el virus más peligroso que hay en Colombia es la corrupción que se roban el dinero de los mercados y al pobre pueblo le llegan miserias sr presidente deberían tener una lista con lo que le llegará al pueblo
6219,Toda la plática que se hubiese perdido si nadie se da de cuenta.
745,"Esa ""financiación"" de la que hablan ¿hace referencia a un crédito?."
6292,"Apreciada es tiempo de enfocarse en las medidas del gobierno y su efectividad. De escuchar qué más necesitaría la ciudadanía, aquella mayoría que no está trabajando, que no tiene un salario, que vive de lo que hace... Que no tiene. Y es la mayoría. Gracias."
